Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",6 ,"CHEA, Christian Snorteh (LP) ","",24 ,"BROOKS, Joseph T. (FDP) ","","","","","",7
"BRUMSKINE, Charles Walker (LP) ","","","",14 ,"CHEAPOO, SR., Chea  (UDA) ","",15 ,"DOEBO, Alfred P. T. (NDM) ","","","","","",14
"CONNEH, Sekou Damate (PRODEM) ","","","",4 ,"CHERUE, Frederick Doe (COTOL) ","",254 ,"QUAYE, William C. (CDC) ","","","","","",191
"DIVINE, SR., Samuel Raymond (Ind) ","","","",5 ,"DALMEIDA, Clara A. (LP) ","",6 ,"TARLESSON, Josephus N. (LDP) ","","","","","",7
"FARHAT, David M. (FDP) ","","","",1 ,"DAVIS, SR., G. Saygbegee (FAPL) ","",3 ,"TIPAYSON, J. Tarty (COTOL) ","","","","","",53
"JALLAH, Armah Zolu (NPL) ","","","",1 ,"JLAH, SR., Benjamin Belju-Wleh (APD) ","",8 ,"TOE, Albert S. (LP) ","","","","","",5
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",23 ,"JOHNSON, Isaac Nyenekartoe (COTOL) ","",10 ,"",Valid Votes: ,"","","","",277
"KIADII, George Momodu (NATVIPOL) ","","","",0 ,"JOHNSON, Samuel C. F. (NDPL) ","",14 ,"",Invalid Votes: ,"","","","",10
"KIEH, JR., George Klay (NDM) ","","","",6 ,"MORLEE, Nathan Victor (CDC) ","",17 ,"",Total Votes: ,"","","","",287
"KORTO, Joseph D. Z. (LERP) ","","","",0 ,"SAYTUE, SR., A. Nyenpan (NPP) ","",6,"","","","","","",""
"KPOTO, Robert Momo (ULD) ","","","",0 ,"SLOBERT, SR., Anthony W.C. (UP) ","",34,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",0 ,"VINTON, Regina Saytue (CDC) ","",6,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",0 ,"WESSEH, Conmany B. (UP) ","",22,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",0 ,"WILLIAMS, Nathaniel J. (LDP) ","",5,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",0 ,"",Valid Votes: ,424,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",21 ,"",Invalid Ballots: ,9,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",0 ,"",Valid Votes + Invalid Ballots: ,433,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",0,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",3,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",61,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",123,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",0,"","","","","","","","","",""
"",Valid Votes: ,"","",268,"","","","","","","","","",""
"",Invalid Votes: ,"","",20,"","","","","","","","","",""
"",Total Votes: ,"","",288,"","","","","","","","","",""
Precinct: 42003 ,Polling Place: ,1 ,"","","","","",Total: 405 ,Age 18-27: 32.8% ,Age 48-57: ,"","",9.6%,""
"SCHOOL, PRONOKEN, River Gee ","","","","","","","",Males: 49.9% Females: 50.1% ,Age 28-37: 31.4% Age 38-47: 14.3% ,Age 58-67: Age 68+: ,"","",7.2%4.7%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",River Gee ,"","River Gee, Electoral District 3","","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",2 ,"CHEA, Christian Snorteh (LP) ","",20 ,"BROOKS, Joseph T. (FDP) ","","","","","",158
"BRUMSKINE, Charles Walker (LP) ","","","",4 ,"CHEAPOO, SR., Chea  (UDA) ","",15 ,"DOEBO, Alfred P. T. (NDM) ","","","","","",100
"CONNEH, Sekou Damate (PRODEM) ","","","",2 ,"CHERUE, Frederick Doe (COTOL) ","",260 ,"QUAYE, William C. (CDC) ","","","","","",17
"DIVINE, SR., Samuel Raymond (Ind) ","","","",0 ,"DALMEIDA, Clara A. (LP) ","",10 ,"TARLESSON, Josephus N. (LDP) ","","","","","",0
"FARHAT, David M. (FDP) ","","","",0 ,"DAVIS, SR., G. Saygbegee (FAPL) ","",2 ,"TIPAYSON, J. Tarty (COTOL) ","","","","","",11
"JALLAH, Armah Zolu (NPL) ","","","",0 ,"JLAH, SR., Benjamin Belju-Wleh (APD) ","",13 ,"TOE, Albert S. (LP) ","","","","","",8
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",26 ,"JOHNSON, Isaac Nyenekartoe (COTOL) ","",15 ,"",Valid Votes: ,"","","","",294
"KIADII, George Momodu (NATVIPOL) ","","","",0 ,"JOHNSON, Samuel C. F. (NDPL) ","",1 ,"",Invalid Votes: ,"","","","",14
"KIEH, JR., George Klay (NDM) ","","","",8 ,"MORLEE, Nathan Victor (CDC) ","",12 ,"",Total Votes: ,"","","","",308
"KORTO, Joseph D. Z. (LERP) ","","","",2 ,"SAYTUE, SR., A. Nyenpan (NPP) ","",7,"","","","","","",""
"KPOTO, Robert Momo (ULD) ","","","",0 ,"SLOBERT, SR., Anthony W.C. (UP) ","",196,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",0 ,"VINTON, Regina Saytue (CDC) ","",6,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",3 ,"WESSEH, Conmany B. (UP) ","",5,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",0 ,"WILLIAMS, Nathaniel J. (LDP) ","",1,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",0 ,"",Valid Votes: ,563,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",14 ,"",Invalid Ballots: ,9,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",16 ,"",Valid Votes + Invalid Ballots: ,572,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",0,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",6,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",4,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",211,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",1,"","","","","","","","","",""
"",Valid Votes: ,"","",299,"","","","","","","","","",""
"",Invalid Votes: ,"","",13,"","","","","","","","","",""
"",Total Votes: ,"","",312,"","","","","","","","","",""
Precinct: 42003 ,Polling Place: ,2 ,"","","","","",Total: 408 ,Age 18-27: 38.2% ,Age 48-57: ,"","",10.3%,""
"SCHOOL, PRONOKEN, River Gee ","","","","","","","",Males: 49.3% Females: 50.7% ,Age 28-37: 24.5% Age 38-47: 14.7% ,Age 58-67: Age 68+: ,"","",9.8%2.5%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",River Gee ,"","River Gee, Electoral District 3","","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",4 ,"CHEA, Christian Snorteh (LP) ","",22 ,"BROOKS, Joseph T. (FDP) ","","","","","",151
"BRUMSKINE, Charles Walker (LP) ","","","",14 ,"CHEAPOO, SR., Chea  (UDA) ","",8 ,"DOEBO, Alfred P. T. (NDM) ","","","","","",99
"CONNEH, Sekou Damate (PRODEM) ","","","",3 ,"CHERUE, Frederick Doe (COTOL) ","",236 ,"QUAYE, William C. (CDC) ","","","","","",9
"DIVINE, SR., Samuel Raymond (Ind) ","","","",3 ,"DALMEIDA, Clara A. (LP) ","",22 ,"TARLESSON, Josephus N. (LDP) ","","","","","",2
"FARHAT, David M. (FDP) ","","","",3 ,"DAVIS, SR., G. Saygbegee (FAPL) ","",5 ,"TIPAYSON, J. Tarty (COTOL) ","","","","","",18
"JALLAH, Armah Zolu (NPL) ","","","",0 ,"JLAH, SR., Benjamin Belju-Wleh (APD) ","",11 ,"TOE, Albert S. (LP) ","","","","","",6
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",18 ,"JOHNSON, Isaac Nyenekartoe (COTOL) ","",16 ,"",Valid Votes: ,"","","","",285
"KIADII, George Momodu (NATVIPOL) ","","","",0 ,"JOHNSON, Samuel C. F. (NDPL) ","",9 ,"",Invalid Votes: ,"","","","",24
"KIEH, JR., George Klay (NDM) ","","","",14 ,"MORLEE, Nathan Victor (CDC) ","",8 ,"",Total Votes: ,"","","","",309
"KORTO, Joseph D. Z. (LERP) ","","","",3 ,"SAYTUE, SR., A. Nyenpan (NPP) ","",17,"","","","","","",""
"KPOTO, Robert Momo (ULD) ","","","",1 ,"SLOBERT, SR., Anthony W.C. (UP) ","",183,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",2 ,"VINTON, Regina Saytue (CDC) ","",8,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",2 ,"WESSEH, Conmany B. (UP) ","",6,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",1 ,"WILLIAMS, Nathaniel J. (LDP) ","",2,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",0 ,"",Valid Votes: ,553,"","","","","","",""
