,"Valid Votes: ",,,212,,,,,,,,,,
,"Invalid Votes: ",,,28,,,,,,,,,,
,"Total Votes: ",,,240,,,,,,,,,,
"Precinct: 06006 ","Polling Place: ",1,,,,,,"Total: 430 ","Age 18-27: 32.1% ","Age 48-57: ",,,"12.3%",
"Belefanai Palava Hut, Belefanai, Bong ",,,,,,,,"Males: 45.6% Females: 54.4% ","Age 28-37: 20.2% Age 38-47: 20.5% ","Age 58-67: Age 68+: ",,,"9.3%5.6%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bong ",,,"Bong, Electoral District 3",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,0,"CORNORMIA, SR., Joseph N. (COTOL) ",,8,"BONDO, G. Samuel K.S. (LP) ",,,,,,110
"BRUMSKINE, Charles Walker (LP) ",,,,46,"DAVIES, Olive Quita (CDC) ",,2,"CLINTON, Joseph Orendor (UP) ",,,,,,79
"CONNEH, Sekou Damate (PRODEM) ",,,,2,"DOLO, Othello F. (PRODEM) ",,6,"COOPER, Viola Nyamah (COTOL) ",,,,,,63
"DIVINE, SR., Samuel Raymond (Ind) ",,,,1,"HOWARD-TAYLOR, Jewel Ceaineh (NPP) ",,166,"DENNIS, Oretha Tinapu (LPL) ",,,,,,9
"FARHAT, David M. (FDP) ",,,,1,"JACKSON, Ranney Banama (COTOL) ",,11,"RENNIE, Charles S. (UDA) ",,,,,,3
"JALLAH, Armah Zolu (NPL) ",,,,0,"KAMARA, Mustapha A. (UP) ",,5,"TUCKER, Larwuson M. (CDC) ",,,,,,6
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,5,"KERKULA, SR., Martin Fahnlon (LP) ",,70,,"Valid Votes: ",,,,,270
"KIADII, George Momodu (NATVIPOL) ",,,,2,"KERMUE, Melee I. L. (NPP) ",,64,,"Invalid Votes: ",,,,,8
"KIEH, JR., George Klay (NDM) ",,,,0,"LAKE, Delores Zoe (UP) ",,21,,"Total Votes: ",,,,,278
"KORTO, Joseph D. Z. (LERP) ",,,,0,"RICHARDS, Paul Mhulbah (LP) ",,47,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,,1,"SAMUELS, Fata S. (NDPL) ",,19,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,1,"SEESEE, Lasana Abraham (Ind) ",,7,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,4,"SIAKOR, Franklin Obed (Ind) ",,36,,,,,,,
"MORLU, John Sembe (UDA) ",,,,0,"SIRLEAF, Lassana M. (PRODEM) ",,5,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,0,"TOKPAH, Molley O. K. (CDC) ",,10,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,7,"WOKPEH, Lysander B. (FAPL) ",,4,,,,,,,
