"JALLAH, Armah Zolu (NPL) ",,,,2,"KAMARA, Alfred S. (NRP) ",,1,"KPUKUYOU, William Kulubah (APD) ",,,,,,7
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,36,"KAMARA, Massaquoi Morlu (ULD) ",,4,,"Valid Votes: ",,,,,215
"KIADII, George Momodu (NATVIPOL) ",,,,0,"KANDAKAI, Lwopu Gawee (LP) ",,7,,"Invalid Votes: ",,,,,10
"KIEH, JR., George Klay (NDM) ",,,,1,"KANNEH, Fomba  (ALCOP) ",,4,,"Total Votes: ",,,,,225
"KORTO, Joseph D. Z. (LERP) ",,,,0,"KARBAR, Josephus M. (PRODEM) ",,2,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,,2,"KOKOLO, Flomo Yanquiwolo (APD) ",,4,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,1,"KPARKILLEN, Stanely Sumo (NPP) ",,13,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,8,"KUPEE, Sumo G. (COTOL) ",,204,,,,,,,
"MORLU, John Sembe (UDA) ",,,,1,"NGAIMA, SR., Samuel Kpehe (NDPL) ",,19,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,1,"SORSOR, SR., Kollie Massayan (LP) ",,15,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,91,"TALI, Phillip Saa (COTOL) ",,4,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,10,,"Valid Votes: ",301,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,4,,"Invalid Ballots: ",2,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,9,,"Valid Votes + Invalid Ballots: ",303,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,21,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,19,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,0,,,,,,,,,,
,"Valid Votes: ",,,218,,,,,,,,,,
,"Invalid Votes: ",,,9,,,,,,,,,,
,"Total Votes: ",,,227,,,,,,,,,,
"Precinct: 21016 ","Polling Place: ",2,,,,,,"Total: 426 ","Age 18-27: 40.4% ","Age 48-57: ",,,"9.2%",
"Guzal Public School, ZOLOWO, Lofa ",,,,,,,,"Males: 37.6% Females: 62.4% ","Age 28-37: 21.1% Age 38-47: 15.5% ","Age 58-67: Age 68+: ",,,"8.2%5.6%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Lofa ",,,"Lofa, Electoral District 4",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,4,"FARKOLLIE, Joseph Hinnah (CDC) ",,1,"FARWENEL, SR., C. Cor-Pulu Fred (NDM) ",,,,,,9
"BRUMSKINE, Charles Walker (LP) ",,,,6,"GBEGBE, Frederick Sayon (UDA) ",,0,"GARMI, Jacob Mulbah (UP) ",,,,,,23
"CONNEH, Sekou Damate (PRODEM) ",,,,0,"GBOLLIE, Fayah Joe Sahr (UP) ",,0,"GODSON, James K. (ULD) ",,,,,,3
"DIVINE, SR., Samuel Raymond (Ind) ",,,,0,"JOE, Saa Philip (CDC) ",,2,"HOWARD, Beyan D. (LP) ",,,,,,13
"FARHAT, David M. (FDP) ",,,,4,"JOHNSON, Lavela Koboi (UP) ",,5,"KOLLIE, Moses Yarkpazuo (COTOL) ",,,,,,155
"JALLAH, Armah Zolu (NPL) ",,,,2,"KAMARA, Alfred S. (NRP) ",,0,"KPUKUYOU, William Kulubah (APD) ",,,,,,4
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,32,"KAMARA, Massaquoi Morlu (ULD) ",,1,,"Valid Votes: ",,,,,207
"KIADII, George Momodu (NATVIPOL) ",,,,1,"KANDAKAI, Lwopu Gawee (LP) ",,4,,"Invalid Votes: ",,,,,6
"KIEH, JR., George Klay (NDM) ",,,,1,"KANNEH, Fomba  (ALCOP) ",,3,,"Total Votes: ",,,,,213
"KORTO, Joseph D. Z. (LERP) ",,,,1,"KARBAR, Josephus M. (PRODEM) ",,2,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,,3,"KOKOLO, Flomo Yanquiwolo (APD) ",,1,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,0,"KPARKILLEN, Stanely Sumo (NPP) ",,5,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,8,"KUPEE, Sumo G. (COTOL) ",,195,,,,,,,
"MORLU, John Sembe (UDA) ",,,,2,"NGAIMA, SR., Samuel Kpehe (NDPL) ",,4,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,2,"SORSOR, SR., Kollie Massayan (LP) ",,0,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,81,"TALI, Phillip Saa (COTOL) ",,3,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,15,,"Valid Votes: ",226,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,1,,"Invalid Ballots: ",5,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,1,,"Valid Votes + Invalid Ballots: ",231,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,18,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,23,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,2,,,,,,,,,,
,"Valid Votes: ",,,207,,,,,,,,,,
,"Invalid Votes: ",,,8,,,,,,,,,,
,"Total Votes: ",,,215,,,,,,,,,,
"Precinct: 21016 ","Polling Place: ",3,,,,,,"Total: 455 ","Age 18-27: 33.8% ","Age 48-57: ",,,"9.2%",
"Guzal Public School, ZOLOWO, Lofa ",,,,,,,,"Males: 41.8% Females: 58.2% ","Age 28-37: 25.5% Age 38-47: 17.8% ","Age 58-67: Age 68+: ",,,"6.6%7.0%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Lofa ",,,"Lofa, Electoral District 4",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,0,"FARKOLLIE, Joseph Hinnah (CDC) ",,3,"FARWENEL, SR., C. Cor-Pulu Fred (NDM) ",,,,,,11
"BRUMSKINE, Charles Walker (LP) ",,,,2,"GBEGBE, Frederick Sayon (UDA) ",,0,"GARMI, Jacob Mulbah (UP) ",,,,,,33
"CONNEH, Sekou Damate (PRODEM) ",,,,2,"GBOLLIE, Fayah Joe Sahr (UP) ",,4,"GODSON, James K. (ULD) ",,,,,,7
"DIVINE, SR., Samuel Raymond (Ind) ",,,,1,"JOE, Saa Philip (CDC) ",,4,"HOWARD, Beyan D. (LP) ",,,,,,13
"FARHAT, David M. (FDP) ",,,,4,"JOHNSON, Lavela Koboi (UP) ",,13,"KOLLIE, Moses Yarkpazuo (COTOL) ",,,,,,157
"JALLAH, Armah Zolu (NPL) ",,,,1,"KAMARA, Alfred S. (NRP) ",,1,"KPUKUYOU, William Kulubah (APD) ",,,,,,6
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,52,"KAMARA, Massaquoi Morlu (ULD) ",,3,,"Valid Votes: ",,,,,227
"KIADII, George Momodu (NATVIPOL) ",,,,3,"KANDAKAI, Lwopu Gawee (LP) ",,3,,"Invalid Votes: ",,,,,7
"KIEH, JR., George Klay (NDM) ",,,,1,"KANNEH, Fomba  (ALCOP) ",,2,,"Total Votes: ",,,,,234
"KORTO, Joseph D. Z. (LERP) ",,,,0,"KARBAR, Josephus M. (PRODEM) ",,3,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,,1,"KOKOLO, Flomo Yanquiwolo (APD) ",,4,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,0,"KPARKILLEN, Stanely Sumo (NPP) ",,6,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,6,"KUPEE, Sumo G. (COTOL) ",,217,,,,,,,
"MORLU, John Sembe (UDA) ",,,,1,"NGAIMA, SR., Samuel Kpehe (NDPL) ",,6,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,1,"SORSOR, SR., Kollie Massayan (LP) ",,12,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,93,"TALI, Phillip Saa (COTOL) ",,4,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,4,,"Valid Votes: ",285,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,2,,"Invalid Ballots: ",1,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,7,,"Valid Votes + Invalid Ballots: ",286,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,19,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,27,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,1,,,,,,,,,,
,"Valid Votes: ",,,228,,,,,,,,,,
,"Invalid Votes: ",,,6,,,,,,,,,,
,"Total Votes: ",,,234,,,,,,,,,,
"Precinct: 21017 ","Polling Place: ",1,,,,,,"Total: 503 ","Age 18-27: 32.2% ","Age 48-57: ",,,"8.0%",
"Guzal Public School 11, ZOLOWO, Lofa ",,,,,,,,"Males: 45.9% Females: 54.1% ","Age 28-37: 27.8% Age 38-47: 17.3% ","Age 58-67: Age 68+: ",,,"8.7%6.0%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Lofa ",,,"Lofa, Electoral District 4",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,2,"FARKOLLIE, Joseph Hinnah (CDC) ",,0,"FARWENEL, SR., C. Cor-Pulu Fred (NDM) ",,,,,,9
"BRUMSKINE, Charles Walker (LP) ",,,,1,"GBEGBE, Frederick Sayon (UDA) ",,0,"GARMI, Jacob Mulbah (UP) ",,,,,,21
"CONNEH, Sekou Damate (PRODEM) ",,,,1,"GBOLLIE, Fayah Joe Sahr (UP) ",,2,"GODSON, James K. (ULD) ",,,,,,4
"DIVINE, SR., Samuel Raymond (Ind) ",,,,1,"JOE, Saa Philip (CDC) ",,2,"HOWARD, Beyan D. (LP) ",,,,,,11
"FARHAT, David M. (FDP) ",,,,0,"JOHNSON, Lavela Koboi (UP) ",,5,"KOLLIE, Moses Yarkpazuo (COTOL) ",,,,,,187
"JALLAH, Armah Zolu (NPL) ",,,,3,"KAMARA, Alfred S. (NRP) ",,0,"KPUKUYOU, William Kulubah (APD) ",,,,,,2
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,41,"KAMARA, Massaquoi Morlu (ULD) ",,0,,"Valid Votes: ",,,,,234
"KIADII, George Momodu (NATVIPOL) ",,,,0,"KANDAKAI, Lwopu Gawee (LP) ",,5,,"Invalid Votes: ",,,,,12
"KIEH, JR., George Klay (NDM) ",,,,1,"KANNEH, Fomba  (ALCOP) ",,0,,"Total Votes: ",,,,,246
"KORTO, Joseph D. Z. (LERP) ",,,,1,"KARBAR, Josephus M. (PRODEM) ",,1,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,,1,"KOKOLO, Flomo Yanquiwolo (APD) ",,0,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,0,"KPARKILLEN, Stanely Sumo (NPP) ",,2,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,3,"KUPEE, Sumo G. (COTOL) ",,219,,,,,,,
"MORLU, John Sembe (UDA) ",,,,3,"NGAIMA, SR., Samuel Kpehe (NDPL) ",,1,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,1,"SORSOR, SR., Kollie Massayan (LP) ",,10,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,127,"TALI, Phillip Saa (COTOL) ",,5,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,2,,"Valid Votes: ",252,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,1,,"Invalid Ballots: ",12,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,3,,"Valid Votes + Invalid Ballots: ",264,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,21,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,17,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,1,,,,,,,,,,
,"Valid Votes: ",,,231,,,,,,,,,,
,"Invalid Votes: ",,,14,,,,,,,,,,
,"Total Votes: ",,,245,,,,,,,,,,
"Precinct: 21018 ","Polling Place: ",1,,,,,,"Total: 248 ","Age 18-27: 29.4% ","Age 48-57: ",,,"12.5%",
"Fasaw alozu Tow n Hall, FASAWALOZU, Lofa ",,,,,,,,"Males: 44.4% Females: 55.6% ","Age 28-37: 25.4% Age 38-47: 16.1% ","Age 58-67: Age 68+: ",,,"10.5%6.0%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Lofa ",,,"Lofa, Electoral District 4",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,0,"FARKOLLIE, Joseph Hinnah (CDC) ",,0,"FARWENEL, SR., C. Cor-Pulu Fred (NDM) ",,,,,,0
"BRUMSKINE, Charles Walker (LP) ",,,,1,"GBEGBE, Frederick Sayon (UDA) ",,0,"GARMI, Jacob Mulbah (UP) ",,,,,,14
"CONNEH, Sekou Damate (PRODEM) ",,,,0,"GBOLLIE, Fayah Joe Sahr (UP) ",,0,"GODSON, James K. (ULD) ",,,,,,1
"DIVINE, SR., Samuel Raymond (Ind) ",,,,0,"JOE, Saa Philip (CDC) ",,0,"HOWARD, Beyan D. (LP) ",,,,,,1
"FARHAT, David M. (FDP) ",,,,0,"JOHNSON, Lavela Koboi (UP) ",,6,"KOLLIE, Moses Yarkpazuo (COTOL) ",,,,,,147
"JALLAH, Armah Zolu (NPL) ",,,,0,"KAMARA, Alfred S. (NRP) ",,0,"KPUKUYOU, William Kulubah (APD) ",,,,,,0
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,13,"KAMARA, Massaquoi Morlu (ULD) ",,0,,"Valid Votes: ",,,,,163
"KIADII, George Momodu (NATVIPOL) ",,,,0,"KANDAKAI, Lwopu Gawee (LP) ",,2,,"Invalid Votes: ",,,,,0
"KIEH, JR., George Klay (NDM) ",,,,0,"KANNEH, Fomba  (ALCOP) ",,1,,"Total Votes: ",,,,,163
"KORTO, Joseph D. Z. (LERP) ",,,,0,"KARBAR, Josephus M. (PRODEM) ",,0,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,,0,"KOKOLO, Flomo Yanquiwolo (APD) ",,0,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,0,"KPARKILLEN, Stanely Sumo (NPP) ",,2,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,0,"KUPEE, Sumo G. (COTOL) ",,153,,,,,,,
"MORLU, John Sembe (UDA) ",,,,1,"NGAIMA, SR., Samuel Kpehe (NDPL) ",,2,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,0,"SORSOR, SR., Kollie Massayan (LP) ",,11,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,147,"TALI, Phillip Saa (COTOL) ",,9,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,1,,"Valid Votes: ",186,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,0,,"Invalid Ballots: ",0,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,0,,"Valid Votes + Invalid Ballots: ",186,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,0,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,0,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,0,,,,,,,,,,
,"Valid Votes: ",,,163,,,,,,,,,,
,"Invalid Votes: ",,,1,,,,,,,,,,
,"Total Votes: ",,,164,,,,,,,,,,
"Precinct: 21019 ","Polling Place: ",1,,,,,,"Total: 539 ","Age 18-27: 34.9% ","Age 48-57: ",,,"8.5%",
"Zorzor Public School 11, ZORZOR TOWN, Lofa ",,,,,,,,"Males: 43.6% Females: 56.4% ","Age 28-37: 27.3% Age 38-47: 17.8% ","Age 58-67: Age 68+: ",,,"5.2%6.3%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Lofa ",,,"Lofa, Electoral District 4",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,4,"FARKOLLIE, Joseph Hinnah (CDC) ",,12,"FARWENEL, SR., C. Cor-Pulu Fred (NDM) ",,,,,,54
"BRUMSKINE, Charles Walker (LP) ",,,,13,"GBEGBE, Frederick Sayon (UDA) ",,5,"GARMI, Jacob Mulbah (UP) ",,,,,,39
"CONNEH, Sekou Damate (PRODEM) ",,,,0,"GBOLLIE, Fayah Joe Sahr (UP) ",,10,"GODSON, James K. (ULD) ",,,,,,17
"DIVINE, SR., Samuel Raymond (Ind) ",,,,1,"JOE, Saa Philip (CDC) ",,13,"HOWARD, Beyan D. (LP) ",,,,,,110
"FARHAT, David M. (FDP) ",,,,4,"JOHNSON, Lavela Koboi (UP) ",,81,"KOLLIE, Moses Yarkpazuo (COTOL) ",,,,,,47
"JALLAH, Armah Zolu (NPL) ",,,,1,"KAMARA, Alfred S. (NRP) ",,5,"KPUKUYOU, William Kulubah (APD) ",,,,,,5
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,90,"KAMARA, Massaquoi Morlu (ULD) ",,22,,"Valid Votes: ",,,,,272
"KIADII, George Momodu (NATVIPOL) ",,,,1,"KANDAKAI, Lwopu Gawee (LP) ",,52,,"Invalid Votes: ",,,,,28
"KIEH, JR., George Klay (NDM) ",,,,2,"KANNEH, Fomba  (ALCOP) ",,12,,"Total Votes: ",,,,,300
"KORTO, Joseph D. Z. (LERP) ",,,,3,"KARBAR, Josephus M. (PRODEM) ",,13,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,,23,"KOKOLO, Flomo Yanquiwolo (APD) ",,13,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,13,"KPARKILLEN, Stanely Sumo (NPP) ",,64,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,64,"KUPEE, Sumo G. (COTOL) ",,137,,,,,,,
"MORLU, John Sembe (UDA) ",,,,0,"NGAIMA, SR., Samuel Kpehe (NDPL) ",,10,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,0,"SORSOR, SR., Kollie Massayan (LP) ",,21,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,17,"TALI, Phillip Saa (COTOL) ",,9,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,1,,"Valid Votes: ",479,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,1,,"Invalid Ballots: ",16,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,10,,"Valid Votes + Invalid Ballots: ",495,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,7,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,25,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,1,,,,,,,,,,
,"Valid Votes: ",,,281,,,,,,,,,,
,"Invalid Votes: ",,,24,,,,,,,,,,
,"Total Votes: ",,,305,,,,,,,,,,
"Precinct: 21019 ","Polling Place: ",2,,,,,,"Total: 533 ","Age 18-27: 35.3% ","Age 48-57: ",,,"9.4%",
"Zorzor Public School 11, ZORZOR TOWN, Lofa ",,,,,,,,"Males: 45.4% Females: 54.6% ","Age 28-37: 27.0% Age 38-47: 13.9% ","Age 58-67: Age 68+: ",,,"6.9%7.5%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Lofa ",,,"Lofa, Electoral District 4",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,0,"FARKOLLIE, Joseph Hinnah (CDC) ",,11,"FARWENEL, SR., C. Cor-Pulu Fred (NDM) ",,,,,,41
"BRUMSKINE, Charles Walker (LP) ",,,,16,"GBEGBE, Frederick Sayon (UDA) ",,4,"GARMI, Jacob Mulbah (UP) ",,,,,,41
"CONNEH, Sekou Damate (PRODEM) ",,,,3,"GBOLLIE, Fayah Joe Sahr (UP) ",,7,"GODSON, James K. (ULD) ",,,,,,9
"DIVINE, SR., Samuel Raymond (Ind) ",,,,1,"JOE, Saa Philip (CDC) ",,7,"HOWARD, Beyan D. (LP) ",,,,,,79
"FARHAT, David M. (FDP) ",,,,2,"JOHNSON, Lavela Koboi (UP) ",,57,"KOLLIE, Moses Yarkpazuo (COTOL) ",,,,,,40
"JALLAH, Armah Zolu (NPL) ",,,,0,"KAMARA, Alfred S. (NRP) ",,7,"KPUKUYOU, William Kulubah (APD) ",,,,,,2
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,64,"KAMARA, Massaquoi Morlu (ULD) ",,18,,"Valid Votes: ",,,,,212
"KIADII, George Momodu (NATVIPOL) ",,,,0,"KANDAKAI, Lwopu Gawee (LP) ",,49,,"Invalid Votes: ",,,,,8
"KIEH, JR., George Klay (NDM) ",,,,1,"KANNEH, Fomba  (ALCOP) ",,10,,"Total Votes: ",,,,,220
"KORTO, Joseph D. Z. (LERP) ",,,,4,"KARBAR, Josephus M. (PRODEM) ",,8,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,,17,"KOKOLO, Flomo Yanquiwolo (APD) ",,10,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,11,"KPARKILLEN, Stanely Sumo (NPP) ",,30,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,36,"KUPEE, Sumo G. (COTOL) ",,95,,,,,,,
"MORLU, John Sembe (UDA) ",,,,1,"NGAIMA, SR., Samuel Kpehe (NDPL) ",,9,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,0,"SORSOR, SR., Kollie Massayan (LP) ",,13,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,16,"TALI, Phillip Saa (COTOL) ",,1,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,2,,"Valid Votes: ",336,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,0,,"Invalid Ballots: ",6,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,2,,"Valid Votes + Invalid Ballots: ",342,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,6,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,23,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,1,,,,,,,,,,
,"Valid Votes: ",,,206,,,,,,,,,,
,"Invalid Votes: ",,,16,,,,,,,,,,
,"Total Votes: ",,,222,,,,,,,,,,
"Precinct: 21020 ","Polling Place: ",1,,,,,,"Total: 563 ","Age 18-27: 35.0% ","Age 48-57: ",,,"9.8%",
"Zorzor Public School 1, ZORZOR TOWN, Lofa ",,,,,,,,"Males: 42.3% Females: 57.7% ","Age 28-37: 26.6% Age 38-47: 16.2% ","Age 58-67: Age 68+: ",,,"6.7%5.7%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Lofa ",,,"Lofa, Electoral District 4",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,2,"FARKOLLIE, Joseph Hinnah (CDC) ",,9,"FARWENEL, SR., C. Cor-Pulu Fred (NDM) ",,,,,,53
"BRUMSKINE, Charles Walker (LP) ",,,,11,"GBEGBE, Frederick Sayon (UDA) ",,3,"GARMI, Jacob Mulbah (UP) ",,,,,,44
"CONNEH, Sekou Damate (PRODEM) ",,,,1,"GBOLLIE, Fayah Joe Sahr (UP) ",,10,"GODSON, James K. (ULD) ",,,,,,12
"DIVINE, SR., Samuel Raymond (Ind) ",,,,2,"JOE, Saa Philip (CDC) ",,17,"HOWARD, Beyan D. (LP) ",,,,,,55
"FARHAT, David M. (FDP) ",,,,1,"JOHNSON, Lavela Koboi (UP) ",,61,"KOLLIE, Moses Yarkpazuo (COTOL) ",,,,,,52
"JALLAH, Armah Zolu (NPL) ",,,,1,"KAMARA, Alfred S. (NRP) ",,9,"KPUKUYOU, William Kulubah (APD) ",,,,,,1
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,58,"KAMARA, Massaquoi Morlu (ULD) ",,19,,"Valid Votes: ",,,,,217
"KIADII, George Momodu (NATVIPOL) ",,,,1,"KANDAKAI, Lwopu Gawee (LP) ",,66,,"Invalid Votes: ",,,,,13
"KIEH, JR., George Klay (NDM) ",,,,4,"KANNEH, Fomba  (ALCOP) ",,27,,"Total Votes: ",,,,,230
"KORTO, Joseph D. Z. (LERP) ",,,,1,"KARBAR, Josephus M. (PRODEM) ",,9,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,,15,"KOKOLO, Flomo Yanquiwolo (APD) ",,12,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,24,"KPARKILLEN, Stanely Sumo (NPP) ",,35,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,36,"KUPEE, Sumo G. (COTOL) ",,107,,,,,,,
"MORLU, John Sembe (UDA) ",,,,0,"NGAIMA, SR., Samuel Kpehe (NDPL) ",,5,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,0,"SORSOR, SR., Kollie Massayan (LP) ",,13,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,22,"TALI, Phillip Saa (COTOL) ",,1,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,2,,"Valid Votes: ",403,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,1,,"Invalid Ballots: ",1,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,1,,"Valid Votes + Invalid Ballots: ",404,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,7,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,23,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,1,,,,,,,,,,
,"Valid Votes: ",,,214,,,,,,,,,,
,"Invalid Votes: ",,,17,,,,,,,,,,
,"Total Votes: ",,,231,,,,,,,,,,
"Precinct: 21020 ","Polling Place: ",2,,,,,,"Total: 548 ","Age 18-27: 38.0% ","Age 48-57: ",,,"8.4%",
"Zorzor Public School 1, ZORZOR TOWN, Lofa ",,,,,,,,"Males: 43.8% Females: 56.2% ","Age 28-37: 22.6% Age 38-47: 19.3% ","Age 58-67: Age 68+: ",,,"5.3%6.4%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Lofa ",,,"Lofa, Electoral District 4",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,4,"FARKOLLIE, Joseph Hinnah (CDC) ",,12,"FARWENEL, SR., C. Cor-Pulu Fred (NDM) ",,,,,,60
"BRUMSKINE, Charles Walker (LP) ",,,,15,"GBEGBE, Frederick Sayon (UDA) ",,5,"GARMI, Jacob Mulbah (UP) ",,,,,,42
